account_id,driver_1,driver_1_shap,driver_2,driver_2_shap,driver_3,driver_3_shap,summary
ACC01612,amount anomaly,-0.210974,fraud ring structure,-0.069193,high avg transaction,-0.05324,amount anomaly | fraud ring structure | high avg transaction
ACC01907,amount anomaly,-0.188185,high avg transaction,-0.05116,large total outflow,-0.042761,amount anomaly | high avg transaction | large total outflow
ACC01692,amount anomaly,-0.171172,high avg transaction,-0.057016,transfer hub,-0.056229,amount anomaly | high avg transaction | transfer hub
ACC00697,amount anomaly,-0.189863,network influence,-0.070642,large total outflow,-0.060317,amount anomaly | network influence | large total outflow
ACC00026,amount anomaly,-0.181493,network influence,-0.049667,large total outflow,-0.047187,amount anomaly | network influence | large total outflow
ACC00686,amount anomaly,-0.207141,high avg transaction,-0.059046,large total outflow,-0.042735,amount anomaly | high avg transaction | large total outflow
ACC00685,amount anomaly,-0.198831,network influence,-0.056711,high avg transaction,-0.045112,amount anomaly | network influence | high avg transaction
ACC01328,amount anomaly,-0.192658,fraud ring structure,-0.073568,high avg transaction,-0.053331,amount anomaly | fraud ring structure | high avg transaction
ACC00246,amount anomaly,-0.192035,network influence,-0.051458,high avg transaction,-0.049573,amount anomaly | network influence | high avg transaction
ACC01588,amount anomaly,-0.182162,high avg transaction,-0.056041,fraud ring structure,-0.041779,amount anomaly | high avg transaction | fraud ring structure
ACC01567,amount anomaly,-0.192295,high avg transaction,-0.058781,large total outflow,-0.043797,amount anomaly | high avg transaction | large total outflow
ACC01145,amount anomaly,-0.191015,network influence,-0.05595,high avg transaction,-0.054045,amount anomaly | network influence | high avg transaction
ACC01068,network influence,0.237797,amount anomaly,-0.114732,high receive volume,0.038439,network influence | amount anomaly | high receive volume
ACC01008,amount anomaly,-0.187454,high avg transaction,-0.074432,large total outflow,-0.051007,amount anomaly | high avg transaction | large total outflow
ACC00710,amount anomaly,0.304214,high avg transaction,0.086349,fraud ring structure,0.073962,amount anomaly | high avg transaction | fraud ring structure
ACC01492,amount anomaly,0.265674,high avg transaction,0.080315,fraud ring structure,0.078246,amount anomaly | high avg transaction | fraud ring structure
ACC00833,amount anomaly,-0.175722,high avg transaction,-0.063306,large total outflow,-0.040011,amount anomaly | high avg transaction | large total outflow
ACC00521,amount anomaly,-0.225047,high avg transaction,-0.070057,network influence,-0.059207,amount anomaly | high avg transaction | network influence
ACC00312,amount anomaly,-0.182722,high avg transaction,-0.065887,large total outflow,-0.056876,amount anomaly | high avg transaction | large total outflow
ACC00252,amount anomaly,-0.188044,high avg transaction,-0.054228,fraud ring structure,-0.048293,amount anomaly | high avg transaction | fraud ring structure
ACC00870,amount anomaly,0.281827,high avg transaction,0.076657,high send volume,0.054033,amount anomaly | high avg transaction | high send volume
ACC01815,amount anomaly,0.399424,fraud ring structure,0.10269,transfer hub,-0.029461,amount anomaly | fraud ring structure | transfer hub
ACC01281,amount anomaly,-0.177101,large total outflow,-0.061006,high avg transaction,-0.058157,amount anomaly | large total outflow | high avg transaction
ACC00649,amount anomaly,-0.160758,high avg transaction,-0.050815,network influence,-0.04911,amount anomaly | high avg transaction | network influence
ACC01151,amount anomaly,0.274088,diverse receivers,0.070092,fraud ring structure,0.066656,amount anomaly | diverse receivers | fraud ring structure
ACC00596,amount anomaly,-0.189011,network influence,-0.056344,high avg transaction,-0.053865,amount anomaly | network influence | high avg transaction
ACC00745,amount anomaly,-0.201873,high avg transaction,-0.057346,network influence,-0.054451,amount anomaly | high avg transaction | network influence
ACC00303,amount anomaly,-0.187817,high avg transaction,-0.058591,fraud ring structure,-0.043919,amount anomaly | high avg transaction | fraud ring structure
ACC00447,amount anomaly,-0.209417,high avg transaction,-0.05387,large total outflow,-0.051245,amount anomaly | high avg transaction | large total outflow
ACC01477,amount anomaly,-0.24115,fraud ring structure,-0.045346,high avg transaction,-0.043936,amount anomaly | fraud ring structure | high avg transaction
ACC00783,amount anomaly,-0.18493,network influence,-0.051105,high avg transaction,-0.050189,amount anomaly | network influence | high avg transaction
ACC01645,amount anomaly,0.287946,fraud ring structure,0.08588,high avg transaction,0.076164,amount anomaly | fraud ring structure | high avg transaction
ACC01507,amount anomaly,-0.111024,transfer hub,0.086195,high receive volume,0.069799,amount anomaly | transfer hub | high receive volume
ACC01904,amount anomaly,-0.173037,transfer hub,-0.053375,high avg transaction,-0.052321,amount anomaly | transfer hub | high avg transaction
ACC00586,amount anomaly,0.309894,high avg transaction,0.077556,fraud ring structure,0.073535,amount anomaly | high avg transaction | fraud ring structure
ACC01915,amount anomaly,-0.180766,high avg transaction,-0.052261,transfer hub,-0.050239,amount anomaly | high avg transaction | transfer hub
ACC01883,amount anomaly,0.456545,network influence,0.0952,high avg transaction,-0.023448,amount anomaly | network influence | high avg transaction
ACC01512,amount anomaly,-0.231015,high avg transaction,-0.067063,large total outflow,-0.051827,amount anomaly | high avg transaction | large total outflow
ACC00479,amount anomaly,-0.15853,high avg transaction,-0.068664,high receive volume,-0.050243,amount anomaly | high avg transaction | high receive volume
ACC00543,amount anomaly,-0.190813,fraud ring structure,-0.050728,network influence,-0.049916,amount anomaly | fraud ring structure | network influence
ACC01638,amount anomaly,-0.130264,high connectivity,0.079802,tight fraud cluster,0.077646,amount anomaly | high connectivity | tight fraud cluster
ACC00884,amount anomaly,-0.178254,high avg transaction,-0.063422,fraud ring structure,-0.050351,amount anomaly | high avg transaction | fraud ring structure
ACC00030,amount anomaly,0.425305,fraud ring structure,0.098765,high avg transaction,-0.033529,amount anomaly | fraud ring structure | high avg transaction
ACC00881,amount anomaly,-0.180812,high avg transaction,-0.052379,fraud ring structure,-0.048465,amount anomaly | high avg transaction | fraud ring structure
ACC00658,amount anomaly,-0.195017,high avg transaction,-0.056733,network influence,-0.050882,amount anomaly | high avg transaction | network influence
ACC01046,amount anomaly,-0.198731,network influence,-0.065919,high avg transaction,-0.055851,amount anomaly | network influence | high avg transaction
ACC01499,amount anomaly,-0.183716,high avg transaction,-0.061754,large total outflow,-0.057743,amount anomaly | high avg transaction | large total outflow
ACC01569,amount anomaly,0.23722,diverse receivers,0.074171,fraud ring structure,0.060589,amount anomaly | diverse receivers | fraud ring structure
ACC00985,amount anomaly,-0.187762,high avg transaction,-0.056296,large total outflow,-0.040624,amount anomaly | high avg transaction | large total outflow
ACC00928,amount anomaly,-0.280863,high avg transaction,-0.058619,fraud ring structure,-0.047697,amount anomaly | high avg transaction | fraud ring structure
ACC00186,amount anomaly,-0.202533,large total outflow,-0.062589,high avg transaction,-0.059018,amount anomaly | large total outflow | high avg transaction
ACC01835,amount anomaly,-0.178709,large total outflow,-0.057039,high avg transaction,-0.049175,amount anomaly | large total outflow | high avg transaction
ACC01205,amount anomaly,-0.192488,network influence,-0.056936,high avg transaction,-0.049686,amount anomaly | network influence | high avg transaction
ACC00827,amount anomaly,-0.199041,high avg transaction,-0.056167,large total outflow,-0.044386,amount anomaly | high avg transaction | large total outflow
ACC01792,amount anomaly,0.41564,network influence,0.091186,high avg transaction,-0.021133,amount anomaly | network influence | high avg transaction
ACC01467,amount anomaly,-0.176472,high avg transaction,-0.049172,large total outflow,-0.04168,amount anomaly | high avg transaction | large total outflow
ACC00629,amount anomaly,-0.188288,network influence,-0.072578,high avg transaction,-0.051187,amount anomaly | network influence | high avg transaction
ACC01531,amount anomaly,-0.182805,high avg transaction,-0.053265,network influence,-0.040178,amount anomaly | high avg transaction | network influence
ACC00656,amount anomaly,-0.187099,high avg transaction,-0.062144,transfer hub,-0.062144,amount anomaly | high avg transaction | transfer hub
ACC00412,amount anomaly,0.565296,network influence,-0.033694,high avg transaction,-0.017661,amount anomaly | network influence | high avg transaction
ACC00578,amount anomaly,-0.178378,transfer hub,-0.065898,high avg transaction,-0.053402,amount anomaly | transfer hub | high avg transaction
ACC00734,amount anomaly,-0.202743,network influence,-0.059473,high avg transaction,-0.054142,amount anomaly | network influence | high avg transaction
ACC00914,amount anomaly,-0.179103,high avg transaction,-0.055639,large total outflow,-0.046862,amount anomaly | high avg transaction | large total outflow
ACC01695,amount anomaly,-0.202381,network influence,-0.049995,fraud ring structure,-0.048584,amount anomaly | network influence | fraud ring structure
ACC00779,amount anomaly,-0.261415,high avg transaction,-0.074865,network influence,0.050317,amount anomaly | high avg transaction | network influence
ACC01832,amount anomaly,-0.214669,large total outflow,-0.0567,high avg transaction,-0.05303,amount anomaly | large total outflow | high avg transaction
ACC00365,amount anomaly,-0.187722,network influence,-0.058474,high avg transaction,-0.055006,amount anomaly | network influence | high avg transaction
ACC01123,amount anomaly,-0.191546,high avg transaction,-0.059924,network influence,-0.046437,amount anomaly | high avg transaction | network influence
ACC00538,amount anomaly,-0.193909,high avg transaction,-0.052449,network influence,-0.047925,amount anomaly | high avg transaction | network influence
ACC00851,amount anomaly,-0.195217,high avg transaction,-0.065289,large total outflow,-0.052214,amount anomaly | high avg transaction | large total outflow
ACC01103,amount anomaly,-0.18638,high avg transaction,-0.050892,large total outflow,-0.048052,amount anomaly | high avg transaction | large total outflow
ACC00384,amount anomaly,-0.172621,high avg transaction,-0.060394,large total outflow,-0.045848,amount anomaly | high avg transaction | large total outflow
ACC01694,amount anomaly,-0.192298,network influence,-0.070898,high avg transaction,-0.061135,amount anomaly | network influence | high avg transaction
ACC01995,amount anomaly,0.478664,network influence,-0.018235,tight fraud cluster,-0.012502,amount anomaly | network influence | tight fraud cluster
ACC00765,amount anomaly,-0.259437,network influence,0.084737,fraud ring structure,-0.059105,amount anomaly | network influence | fraud ring structure
ACC00044,amount anomaly,-0.218938,high avg transaction,-0.072096,fraud ring structure,-0.05026,amount anomaly | high avg transaction | fraud ring structure
ACC01690,amount anomaly,-0.157823,fraud ring structure,-0.048362,high avg transaction,-0.047731,amount anomaly | fraud ring structure | high avg transaction
ACC00539,amount anomaly,-0.180062,high avg transaction,-0.042428,fraud ring structure,-0.042309,amount anomaly | high avg transaction | fraud ring structure
ACC00823,amount anomaly,-0.199329,high avg transaction,-0.054785,fraud ring structure,-0.050691,amount anomaly | high avg transaction | fraud ring structure
ACC00711,amount anomaly,-0.172867,large total outflow,-0.058801,network influence,-0.048558,amount anomaly | large total outflow | network influence
ACC01447,amount anomaly,-0.220612,high avg transaction,-0.064897,transfer hub,-0.049427,amount anomaly | high avg transaction | transfer hub
ACC00167,amount anomaly,-0.184904,network influence,-0.05578,high avg transaction,-0.053405,amount anomaly | network influence | high avg transaction
ACC00841,amount anomaly,-0.090701,large total outflow,0.066027,high avg transaction,0.049184,amount anomaly | large total outflow | high avg transaction
ACC00378,amount anomaly,-0.187099,high avg transaction,-0.064259,fraud ring structure,-0.052599,amount anomaly | high avg transaction | fraud ring structure
ACC00990,amount anomaly,-0.171644,high avg transaction,-0.054886,high send volume,-0.043966,amount anomaly | high avg transaction | high send volume
ACC00276,amount anomaly,-0.200388,high avg transaction,-0.057133,large total outflow,-0.05334,amount anomaly | high avg transaction | large total outflow
ACC01183,amount anomaly,-0.202257,high avg transaction,-0.057523,large total outflow,-0.04859,amount anomaly | high avg transaction | large total outflow
ACC01163,amount anomaly,-0.200545,network influence,-0.057245,high avg transaction,-0.056879,amount anomaly | network influence | high avg transaction
ACC01475,amount anomaly,-0.176423,transfer hub,-0.080631,high avg transaction,-0.057255,amount anomaly | transfer hub | high avg transaction
ACC00847,amount anomaly,-0.185496,high avg transaction,-0.065403,network influence,-0.059517,amount anomaly | high avg transaction | network influence
ACC00619,amount anomaly,-0.187441,high avg transaction,-0.055973,fraud ring structure,-0.045709,amount anomaly | high avg transaction | fraud ring structure
ACC01058,amount anomaly,0.553917,transfer hub,-0.041268,high avg transaction,-0.022267,amount anomaly | transfer hub | high avg transaction
ACC01372,amount anomaly,-0.190201,high avg transaction,-0.07332,large total outflow,-0.064649,amount anomaly | high avg transaction | large total outflow
ACC01514,amount anomaly,-0.181744,high avg transaction,-0.056395,large total outflow,-0.046549,amount anomaly | high avg transaction | large total outflow
ACC01887,amount anomaly,-0.263131,network influence,0.067126,high avg transaction,-0.054956,amount anomaly | network influence | high avg transaction
ACC00751,amount anomaly,-0.182366,high avg transaction,-0.063832,large total outflow,-0.044395,amount anomaly | high avg transaction | large total outflow
ACC00124,amount anomaly,-0.181385,high avg transaction,-0.062292,transfer hub,-0.05851,amount anomaly | high avg transaction | transfer hub
ACC01423,amount anomaly,-0.195164,high avg transaction,-0.075701,large total outflow,-0.060507,amount anomaly | high avg transaction | large total outflow
ACC01493,amount anomaly,-0.193794,high avg transaction,-0.059081,large total outflow,-0.054585,amount anomaly | high avg transaction | large total outflow
ACC01556,amount anomaly,-0.193316,transfer hub,-0.053016,high avg transaction,-0.04732,amount anomaly | transfer hub | high avg transaction
ACC00924,amount anomaly,-0.197212,network influence,-0.069728,high avg transaction,-0.063169,amount anomaly | network influence | high avg transaction
ACC00994,amount anomaly,-0.178868,high avg transaction,-0.063582,transfer hub,-0.057004,amount anomaly | high avg transaction | transfer hub
ACC01009,amount anomaly,-0.195942,high avg transaction,-0.057189,network influence,-0.051081,amount anomaly | high avg transaction | network influence
ACC01806,amount anomaly,0.566074,network influence,-0.021883,fraud ring structure,-0.019767,amount anomaly | network influence | fraud ring structure
ACC01422,amount anomaly,-0.18649,high avg transaction,-0.06276,large total outflow,-0.055695,amount anomaly | high avg transaction | large total outflow
ACC01470,amount anomaly,-0.17371,high avg transaction,-0.054987,fraud ring structure,-0.049592,amount anomaly | high avg transaction | fraud ring structure
ACC01756,amount anomaly,0.304748,fraud ring structure,0.077124,high avg transaction,0.075433,amount anomaly | fraud ring structure | high avg transaction
ACC00567,amount anomaly,-0.202383,network influence,-0.051365,high avg transaction,-0.048802,amount anomaly | network influence | high avg transaction
ACC00916,amount anomaly,-0.191798,high avg transaction,-0.056685,transfer hub,-0.056424,amount anomaly | high avg transaction | transfer hub
ACC01753,amount anomaly,-0.194076,high avg transaction,-0.055113,fraud ring structure,-0.053643,amount anomaly | high avg transaction | fraud ring structure
ACC00120,amount anomaly,-0.174793,high avg transaction,-0.055045,high send volume,-0.04479,amount anomaly | high avg transaction | high send volume
ACC01424,amount anomaly,-0.215802,large total outflow,-0.068058,high avg transaction,-0.056658,amount anomaly | large total outflow | high avg transaction
ACC01107,amount anomaly,-0.194294,high avg transaction,-0.057537,large total outflow,-0.055149,amount anomaly | high avg transaction | large total outflow
ACC01940,amount anomaly,-0.184955,network influence,-0.061408,high avg transaction,-0.051703,amount anomaly | network influence | high avg transaction
ACC00747,amount anomaly,-0.213776,high avg transaction,-0.074279,large total outflow,-0.054619,amount anomaly | high avg transaction | large total outflow
ACC01816,amount anomaly,-0.194559,network influence,-0.05,high avg transaction,-0.048194,amount anomaly | network influence | high avg transaction
ACC00632,amount anomaly,-0.198286,high avg transaction,-0.055631,fraud ring structure,-0.037416,amount anomaly | high avg transaction | fraud ring structure
ACC00944,amount anomaly,-0.181718,high avg transaction,-0.057149,large total outflow,-0.041742,amount anomaly | high avg transaction | large total outflow
ACC00506,amount anomaly,-0.212317,network influence,-0.066301,fraud ring structure,-0.057764,amount anomaly | network influence | fraud ring structure
ACC00454,amount anomaly,-0.188561,high avg transaction,-0.077584,large total outflow,-0.065097,amount anomaly | high avg transaction | large total outflow
ACC01337,amount anomaly,-0.201285,network influence,-0.071323,high avg transaction,-0.054037,amount anomaly | network influence | high avg transaction
ACC01684,amount anomaly,0.37578,network influence,0.040129,diverse receivers,0.014571,amount anomaly | network influence | diverse receivers
ACC00414,amount anomaly,0.279207,fraud ring structure,0.0778,high avg transaction,0.075579,amount anomaly | fraud ring structure | high avg transaction
ACC01414,amount anomaly,-0.201606,network influence,-0.063243,high avg transaction,-0.062563,amount anomaly | network influence | high avg transaction
ACC00661,amount anomaly,-0.196627,high avg transaction,-0.061962,network influence,-0.05095,amount anomaly | high avg transaction | network influence
ACC00981,amount anomaly,-0.188968,high avg transaction,-0.061987,large total outflow,-0.047699,amount anomaly | high avg transaction | large total outflow
ACC00746,amount anomaly,-0.18494,network influence,-0.063293,high avg transaction,-0.058013,amount anomaly | network influence | high avg transaction
ACC01106,amount anomaly,-0.19891,high avg transaction,-0.061757,large total outflow,-0.04632,amount anomaly | high avg transaction | large total outflow
ACC01090,amount anomaly,-0.181569,large total outflow,-0.045521,high avg transaction,-0.045141,amount anomaly | large total outflow | high avg transaction
ACC00698,amount anomaly,-0.16494,high avg transaction,-0.057785,fraud ring structure,-0.053377,amount anomaly | high avg transaction | fraud ring structure
ACC01115,amount anomaly,-0.163989,high avg transaction,-0.06192,large total outflow,-0.059321,amount anomaly | high avg transaction | large total outflow
ACC01498,amount anomaly,-0.199189,high avg transaction,-0.06096,large total outflow,-0.052168,amount anomaly | high avg transaction | large total outflow
ACC01301,amount anomaly,-0.210908,high avg transaction,-0.065576,large total outflow,-0.049575,amount anomaly | high avg transaction | large total outflow
ACC00863,amount anomaly,0.475481,network influence,0.068629,fraud ring structure,-0.022537,amount anomaly | network influence | fraud ring structure
ACC01680,amount anomaly,-0.17394,high avg transaction,-0.055709,high send volume,-0.035669,amount anomaly | high avg transaction | high send volume
ACC01253,amount anomaly,-0.187733,high avg transaction,-0.058919,large total outflow,-0.055025,amount anomaly | high avg transaction | large total outflow
ACC01826,amount anomaly,-0.19969,high avg transaction,-0.06835,large total outflow,-0.056808,amount anomaly | high avg transaction | large total outflow
ACC00614,amount anomaly,-0.181411,high avg transaction,-0.047955,high send volume,-0.045041,amount anomaly | high avg transaction | high send volume
ACC00100,amount anomaly,-0.194047,network influence,-0.055062,high avg transaction,-0.052843,amount anomaly | network influence | high avg transaction
ACC01073,amount anomaly,-0.179989,high avg transaction,-0.054135,large total outflow,-0.049436,amount anomaly | high avg transaction | large total outflow
ACC00015,amount anomaly,-0.170037,network influence,-0.05546,high avg transaction,-0.049475,amount anomaly | network influence | high avg transaction
ACC01401,amount anomaly,-0.187857,network influence,-0.075447,high avg transaction,-0.060919,amount anomaly | network influence | high avg transaction
ACC00486,amount anomaly,-0.111022,transfer hub,0.071194,network influence,0.054911,amount anomaly | transfer hub | network influence
ACC01137,amount anomaly,-0.189617,high avg transaction,-0.044928,fraud ring structure,-0.041927,amount anomaly | high avg transaction | fraud ring structure
ACC01409,amount anomaly,-0.200788,high avg transaction,-0.054678,large total outflow,-0.044227,amount anomaly | high avg transaction | large total outflow
ACC00888,amount anomaly,-0.272557,network influence,0.105707,high avg transaction,-0.058746,amount anomaly | network influence | high avg transaction
ACC00467,amount anomaly,-0.146837,transfer hub,-0.055691,network influence,-0.053292,amount anomaly | transfer hub | network influence
ACC00065,amount anomaly,-0.184024,transfer hub,-0.054776,high avg transaction,-0.052153,amount anomaly | transfer hub | high avg transaction
ACC00477,amount anomaly,-0.190904,network influence,-0.059023,large total outflow,-0.04739,amount anomaly | network influence | large total outflow
ACC01266,amount anomaly,0.539523,network influence,-0.019037,high avg transaction,-0.018689,amount anomaly | network influence | high avg transaction
ACC00519,amount anomaly,-0.172373,network influence,-0.062331,high avg transaction,-0.056839,amount anomaly | network influence | high avg transaction
ACC01735,amount anomaly,-0.190952,high avg transaction,-0.063216,large total outflow,-0.040648,amount anomaly | high avg transaction | large total outflow
ACC01048,amount anomaly,-0.183509,large total outflow,-0.051433,high avg transaction,-0.049121,amount anomaly | large total outflow | high avg transaction
ACC00117,amount anomaly,-0.196254,high avg transaction,-0.071023,network influence,-0.060404,amount anomaly | high avg transaction | network influence
ACC01018,amount anomaly,-0.181911,high avg transaction,-0.066063,large total outflow,-0.04786,amount anomaly | high avg transaction | large total outflow
ACC00308,amount anomaly,0.391986,transfer hub,-0.079651,high avg transaction,-0.071666,amount anomaly | transfer hub | high avg transaction
ACC01551,amount anomaly,-0.192649,transfer hub,-0.066551,high avg transaction,-0.057008,amount anomaly | transfer hub | high avg transaction
ACC00491,amount anomaly,0.511809,high receive volume,-0.035601,transfer hub,-0.032976,amount anomaly | high receive volume | transfer hub
ACC00930,amount anomaly,-0.2852,high avg transaction,-0.069676,large total outflow,-0.05349,amount anomaly | high avg transaction | large total outflow
ACC01469,amount anomaly,0.418938,network influence,0.090687,high avg transaction,-0.030821,amount anomaly | network influence | high avg transaction
ACC01223,amount anomaly,0.270041,high avg transaction,0.087163,fraud ring structure,0.066132,amount anomaly | high avg transaction | fraud ring structure
ACC01418,amount anomaly,-0.184787,high avg transaction,-0.054388,fraud ring structure,-0.045842,amount anomaly | high avg transaction | fraud ring structure
ACC01704,amount anomaly,-0.186603,high avg transaction,-0.05122,large total outflow,-0.051163,amount anomaly | high avg transaction | large total outflow
ACC01458,amount anomaly,-0.197744,high avg transaction,-0.057846,network influence,-0.046703,amount anomaly | high avg transaction | network influence
ACC01235,amount anomaly,-0.158021,network influence,-0.088224,large total outflow,-0.055051,amount anomaly | network influence | large total outflow
ACC00679,amount anomaly,-0.159763,high avg transaction,-0.055304,large total outflow,-0.044211,amount anomaly | high avg transaction | large total outflow
ACC00834,amount anomaly,0.52691,high avg transaction,-0.016436,large total outflow,-0.015544,amount anomaly | high avg transaction | large total outflow
ACC01779,amount anomaly,0.28232,high avg transaction,0.070771,high send volume,0.056406,amount anomaly | high avg transaction | high send volume
ACC00001,amount anomaly,-0.128199,high receive volume,0.082865,concentrated recipients,0.048615,amount anomaly | high receive volume | concentrated recipients
ACC00088,amount anomaly,-0.204828,high avg transaction,-0.060059,network influence,-0.05676,amount anomaly | high avg transaction | network influence
ACC01977,amount anomaly,-0.209192,high avg transaction,-0.058726,large total outflow,-0.049539,amount anomaly | high avg transaction | large total outflow
ACC00791,amount anomaly,-0.196113,high avg transaction,-0.056685,large total outflow,-0.047875,amount anomaly | high avg transaction | large total outflow
ACC01393,amount anomaly,-0.208291,high avg transaction,-0.068699,large total outflow,-0.050624,amount anomaly | high avg transaction | large total outflow
ACC01233,amount anomaly,-0.176836,high avg transaction,-0.050993,network influence,-0.043313,amount anomaly | high avg transaction | network influence
ACC00740,amount anomaly,0.397195,network influence,0.10905,high avg transaction,-0.024897,amount anomaly | network influence | high avg transaction
ACC01224,amount anomaly,-0.199655,high avg transaction,-0.059371,fraud ring structure,-0.058681,amount anomaly | high avg transaction | fraud ring structure
ACC00035,amount anomaly,-0.18536,high avg transaction,-0.064047,large total outflow,-0.051359,amount anomaly | high avg transaction | large total outflow
ACC01552,amount anomaly,-0.193591,large total outflow,-0.055,network influence,-0.053349,amount anomaly | large total outflow | network influence
ACC00695,amount anomaly,-0.207908,high avg transaction,-0.050105,fraud ring structure,-0.043975,amount anomaly | high avg transaction | fraud ring structure
ACC00566,amount anomaly,-0.164738,high avg transaction,-0.055287,large total outflow,-0.044202,amount anomaly | high avg transaction | large total outflow
ACC00209,amount anomaly,0.269449,high avg transaction,0.070982,fraud ring structure,0.062808,amount anomaly | high avg transaction | fraud ring structure
ACC01263,amount anomaly,-0.182049,high avg transaction,-0.056275,large total outflow,-0.050874,amount anomaly | high avg transaction | large total outflow
ACC00222,amount anomaly,-0.170571,fraud ring structure,-0.05605,high receive volume,-0.041407,amount anomaly | fraud ring structure | high receive volume
ACC00472,amount anomaly,-0.195664,network influence,-0.050911,high avg transaction,-0.050687,amount anomaly | network influence | high avg transaction
ACC00998,amount anomaly,-0.189945,high avg transaction,-0.053889,large total outflow,-0.050395,amount anomaly | high avg transaction | large total outflow
ACC01399,amount anomaly,-0.268714,high avg transaction,-0.0555,transfer hub,-0.053648,amount anomaly | high avg transaction | transfer hub
ACC00487,amount anomaly,-0.183978,high avg transaction,-0.0543,large total outflow,-0.048906,amount anomaly | high avg transaction | large total outflow
ACC01814,amount anomaly,-0.190209,high avg transaction,-0.047403,network influence,-0.047158,amount anomaly | high avg transaction | network influence
ACC00552,amount anomaly,-0.218741,high avg transaction,-0.060646,large total outflow,-0.057753,amount anomaly | high avg transaction | large total outflow
ACC00636,amount anomaly,-0.173272,high avg transaction,-0.050555,transfer hub,-0.042029,amount anomaly | high avg transaction | transfer hub
ACC01213,amount anomaly,-0.174326,high avg transaction,-0.056192,large total outflow,-0.037478,amount anomaly | high avg transaction | large total outflow
ACC01280,amount anomaly,-0.216993,network influence,-0.060117,high avg transaction,-0.055165,amount anomaly | network influence | high avg transaction
ACC01119,amount anomaly,-0.185583,high avg transaction,-0.053258,network influence,-0.039043,amount anomaly | high avg transaction | network influence
ACC00709,amount anomaly,-0.19122,transfer hub,-0.073818,network influence,-0.063892,amount anomaly | transfer hub | network influence
ACC00481,amount anomaly,-0.202001,high avg transaction,-0.067363,fraud ring structure,-0.056505,amount anomaly | high avg transaction | fraud ring structure
ACC00064,amount anomaly,-0.183664,fraud ring structure,-0.056817,transfer hub,-0.050597,amount anomaly | fraud ring structure | transfer hub
ACC01391,amount anomaly,-0.188901,high avg transaction,-0.056982,large total outflow,-0.044275,amount anomaly | high avg transaction | large total outflow
ACC01406,amount anomaly,-0.195644,high avg transaction,-0.060066,large total outflow,-0.05992,amount anomaly | high avg transaction | large total outflow
ACC00183,amount anomaly,-0.108229,high receive volume,0.070676,transfer hub,0.052812,amount anomaly | high receive volume | transfer hub
ACC00236,amount anomaly,-0.187384,high avg transaction,-0.054852,large total outflow,-0.043295,amount anomaly | high avg transaction | large total outflow
ACC00786,amount anomaly,-0.191715,high avg transaction,-0.057746,large total outflow,-0.046911,amount anomaly | high avg transaction | large total outflow
ACC00838,amount anomaly,-0.166452,transfer hub,-0.052267,high avg transaction,-0.04683,amount anomaly | transfer hub | high avg transaction
ACC00306,amount anomaly,-0.185989,network influence,-0.053136,high avg transaction,-0.052314,amount anomaly | network influence | high avg transaction
ACC01376,amount anomaly,-0.183818,transfer hub,-0.051559,network influence,-0.043688,amount anomaly | transfer hub | network influence
ACC00192,amount anomaly,-0.189822,high avg transaction,-0.063929,network influence,-0.058787,amount anomaly | high avg transaction | network influence
ACC00150,amount anomaly,-0.193023,transfer hub,-0.058813,high avg transaction,-0.051799,amount anomaly | transfer hub | high avg transaction
ACC00811,amount anomaly,-0.19062,high avg transaction,-0.064864,transfer hub,-0.051489,amount anomaly | high avg transaction | transfer hub
ACC01059,amount anomaly,-0.198835,high avg transaction,-0.054041,network influence,-0.049305,amount anomaly | high avg transaction | network influence
ACC01196,amount anomaly,0.464779,network influence,0.091997,transfer hub,-0.031929,amount anomaly | network influence | transfer hub
ACC00886,amount anomaly,-0.178808,high avg transaction,-0.055677,large total outflow,-0.048952,amount anomaly | high avg transaction | large total outflow
ACC01161,amount anomaly,-0.183766,high avg transaction,-0.060801,large total outflow,-0.050151,amount anomaly | high avg transaction | large total outflow
ACC01885,amount anomaly,-0.172161,high avg transaction,-0.058738,large total outflow,-0.051633,amount anomaly | high avg transaction | large total outflow
ACC00197,amount anomaly,-0.185557,high avg transaction,-0.049017,large total outflow,-0.048932,amount anomaly | high avg transaction | large total outflow
ACC00322,amount anomaly,-0.2073,high avg transaction,-0.063169,network influence,-0.047877,amount anomaly | high avg transaction | network influence
ACC00205,high send volume,0.188026,diverse receivers,0.178385,amount anomaly,-0.108976,high send volume | diverse receivers | amount anomaly
ACC00759,amount anomaly,-0.20254,network influence,-0.049687,high avg transaction,-0.048144,amount anomaly | network influence | high avg transaction
ACC01515,amount anomaly,-0.197395,high avg transaction,-0.055049,network influence,-0.049747,amount anomaly | high avg transaction | network influence
ACC01431,amount anomaly,-0.21724,high avg transaction,-0.073473,network influence,-0.043789,amount anomaly | high avg transaction | network influence
ACC01707,amount anomaly,-0.19602,high avg transaction,-0.062105,fraud ring structure,-0.046843,amount anomaly | high avg transaction | fraud ring structure
ACC01535,amount anomaly,-0.188507,high avg transaction,-0.068625,large total outflow,-0.05126,amount anomaly | high avg transaction | large total outflow
ACC00207,amount anomaly,-0.210915,network influence,-0.076517,large total outflow,-0.058185,amount anomaly | network influence | large total outflow
ACC01471,amount anomaly,-0.078867,transfer hub,0.075674,network influence,0.063465,amount anomaly | transfer hub | network influence
