account_id,is_fraud,community_id,degree_centrality,betweenness_centrality,pagerank,clustering_coeff,eigenvector_centrality,total_sent,n_sent,mean_sent,std_sent,unique_receivers,total_received,n_received,unique_senders
ACC01286,0,3,0.009504752376188093,0.0022146959365568672,0.0005011921197395027,6.3672306269023964e-06,0.0,252.19,7.0,36.027142857142856,23.8025542847021,7.0,1248.57,12.0,12.0
ACC00178,1,2,0.012006003001500749,0.0014406602700749774,0.0007721588628703188,0.00019621696965146107,0.0,47283.72,5.0,9456.744,14325.24178032015,5.0,1409.26,20.0,19.0
ACC01274,0,3,0.014507253626813406,0.002769027156220753,0.0007517311107029208,0.0,0.0,2063.5299999999997,14.0,147.39499999999998,228.4040087129686,14.0,1345.0,15.0,15.0
ACC01221,0,6,0.01250625312656328,0.005283547679745779,0.00020847389636317933,4.990538691133748e-06,0.0,1152.09,15.0,76.806,110.05890953744466,15.0,253.32999999999998,10.0,10.0
ACC00359,0,1,0.00850425212606303,0.00047270882688591544,0.0005126202820121001,9.871893021330895e-06,0.0,392.0,8.0,49.0,28.82218292516077,8.0,598.69,9.0,9.0
ACC00208,0,2,0.009504752376188093,0.0011732593023238347,0.0006502634636154123,0.0,0.0,349.56,7.0,49.93714285714286,31.15210303991568,7.0,992.11,12.0,12.0
ACC00144,1,6,0.00850425212606303,0.003555706782320089,0.0004545742822894377,0.0,0.0,178.66,6.0,29.776666666666667,23.490057187386043,6.0,695.98,11.0,11.0
ACC01050,0,1,0.011505752876438218,0.0007553826963531817,0.0006710720025103812,3.5929978807281037e-06,0.0,1374.04,13.0,105.69538461538461,87.09444716469056,13.0,883.6299999999999,10.0,10.0
ACC01633,0,1,0.00850425212606303,0.0007919375102966899,0.0002060579857653096,3.2844850365974233e-06,0.0,421.52,9.0,46.83555555555555,57.02523040530198,9.0,344.74,8.0,8.0
ACC01664,0,3,0.007003501750875437,0.0,0.000544149137094429,0.0,0.0,658.42,7.0,94.05999999999999,74.3883899991569,7.0,2144.3799999999997,7.0,7.0
ACC00286,0,1,0.011505752876438218,0.0012770399213620825,0.0006743598819200302,6.5631500193913396e-06,0.0,784.22,8.0,98.0275,128.58644582536684,8.0,978.86,15.0,15.0
ACC01218,0,1,0.00850425212606303,0.001069103120128633,0.0005556321708991472,0.0,0.0,638.64,7.0,91.23428571428572,81.59244263556579,7.0,891.62,10.0,10.0
ACC01662,0,2,0.010005002501250625,0.0015548314697889486,0.00035060465318926734,8.512670656619086e-07,0.0,353.23,10.0,35.323,27.883023927352877,10.0,489.84000000000003,10.0,10.0
ACC01870,0,2,0.011505752876438218,0.0013622927579906069,0.000606982046847211,0.0,0.0,782.6099999999999,10.0,78.261,99.30212792281945,10.0,1138.82,13.0,13.0
ACC01810,0,2,0.01250625312656328,0.0008072104120128132,0.0006753071596743073,2.5900796364809388e-06,0.0,1041.46,15.0,69.43066666666667,68.36692762133569,15.0,690.76,10.0,10.0
ACC01518,1,2,0.009004502251125562,0.00010015017518769395,0.0020087082236579104,0.0002281708815187378,0.0,56767.12000000001,3.0,18922.373333333337,20086.890740643095,3.0,68690.2,15.0,15.0
ACC00375,0,8,0.0050025012506253125,0.010545813447264173,0.0003655987861567562,0.0,0.0,30.470000000000002,4.0,7.617500000000001,7.8442563913562475,4.0,439.94,6.0,6.0
ACC01381,1,3,0.014507253626813406,0.010295938760170877,0.0003244437674888396,4.584016017210637e-06,0.0,844.65,16.0,52.790625,57.787504585766634,16.0,464.59000000000003,13.0,13.0
ACC00714,0,2,0.01250625312656328,0.004833873393153033,0.0002415035224733716,4.454174054442363e-06,0.0,662.54,14.0,47.324285714285715,49.115988578729976,14.0,338.17,11.0,11.0
ACC01212,0,6,0.0080040020010005,0.00182436062876283,0.000111659345142429,3.5258182531706676e-06,0.0,1278.8899999999999,12.0,106.57416666666666,97.7876820145967,12.0,92.21000000000001,4.0,4.0
ACC00537,0,1,0.009004502251125562,0.0011985472215587274,0.00036960888414207314,4.813666073384724e-06,0.0,389.22,7.0,55.60285714285715,34.78169763648966,7.0,634.89,11.0,11.0
ACC00430,0,4,0.010505252626313155,0.000478091898802254,0.0005513667972867408,3.5094034668529278e-06,0.0,722.5600000000001,10.0,72.256,52.40644239446563,10.0,573.51,11.0,11.0
ACC01733,0,6,0.010005002501250625,0.00037205790082228305,0.0005385277283839797,1.3843076531553684e-05,0.0,2731.82,12.0,227.65166666666667,421.8207756173518,12.0,954.87,8.0,8.0
ACC01457,0,5,0.010005002501250625,0.0007744112296388434,0.00033351096092782274,5.401028885960016e-06,0.0,998.36,12.0,83.19666666666667,136.74220438696335,12.0,344.65,8.0,8.0
ACC01408,0,1,0.014007003501750874,0.0019002243864675082,0.0013960932106296844,3.075782457662704e-06,0.0,588.69,16.0,36.793125,36.976405038663955,16.0,1534.72,12.0,12.0
ACC00279,0,2,0.014007003501750874,0.004216322375401915,0.00045131526225801694,7.6920289947402e-06,0.0,1424.6299999999999,15.0,94.97533333333332,128.08186800785248,15.0,946.08,13.0,13.0
ACC01502,0,6,0.006003001500750374,0.0008576610627636141,0.00045532838752884003,5.171885786377395e-06,0.0,1636.99,9.0,181.88777777777779,432.88880318096056,9.0,726.98,3.0,3.0
ACC00722,1,3,0.012006003001500749,0.004359036375044379,0.000466432048374457,6.0553325318550525e-06,0.0,389.5,10.0,38.95,65.13627031931681,10.0,724.21,14.0,14.0
ACC01278,0,2,0.011005502751375688,0.0039991216829636045,0.0004124420155129056,1.7876538806349065e-06,0.0,560.6,12.0,46.71666666666667,57.83223720906932,12.0,356.48,10.0,10.0
ACC00199,0,3,0.006003001500750374,0.003096017478208574,0.0004208301911774432,0.0,0.0,240.08,6.0,40.013333333333335,48.720825389833735,6.0,450.19,6.0,6.0
ACC01582,0,1,0.013506753376688344,0.002812216919270446,0.0007166621163477969,2.2068483554517886e-07,0.0,717.85,10.0,71.785,68.88867593605077,10.0,1434.3400000000001,17.0,17.0
ACC01571,0,1,0.016008004002001,0.0033301185127098086,0.0007253106653567999,7.470471346387952e-06,0.0,1476.8700000000001,20.0,73.8435,90.67075686384865,20.0,834.48,12.0,12.0
ACC01484,1,5,0.01250625312656328,0.0027856771228457074,0.0016259645006770024,0.002429339247898169,0.0,207425.77000000002,10.0,20742.577,22271.211702424298,8.0,119834.83,18.0,17.0
ACC00499,1,6,0.0080040020010005,3.0545803432246656e-05,0.0015926067596477285,2.198966629104154e-06,0.0,426.15,10.0,42.614999999999995,45.93923359540659,10.0,26570.109999999997,6.0,6.0
ACC01331,1,1,0.0080040020010005,0.00034514254124059027,0.0005746273599316015,0.0004916416562379159,0.0,97401.95,7.0,13914.564285714285,14905.464553131576,6.0,35818.39,10.0,10.0
ACC00828,0,1,0.011005502751375688,0.0027089370511081366,0.00032994167273723066,7.10167379351266e-06,0.0,1186.73,12.0,98.89416666666666,92.69961277337319,12.0,390.01,10.0,10.0
ACC00762,0,6,0.006503251625812906,0.00030696028695028195,0.00036029184113600785,0.0,0.0,283.96000000000004,8.0,35.495000000000005,26.273285726325568,8.0,856.6800000000001,5.0,5.0
ACC01558,1,2,0.013506753376688344,0.0025130182708972106,0.0008534169393547991,7.589436377871884e-07,0.0,1234.69,13.0,94.97615384615385,112.8586186000329,13.0,18434.760000000002,14.0,14.0
ACC00317,0,5,0.012006003001500749,0.00047496220582763857,0.0008284887733054066,2.0206563398911787e-06,0.0,2000.81,10.0,200.081,358.8276160389864,10.0,928.33,15.0,14.0
ACC01583,0,2,0.011505752876438218,0.0009558082344475542,0.0004648202743101702,1.5036667231236204e-06,0.0,496.24,7.0,70.89142857142858,82.26304930497277,7.0,730.49,16.0,16.0
ACC01577,0,5,0.01250625312656328,0.0024475450938682554,0.000473030830553994,8.430127529134231e-06,0.0,1851.49,17.0,108.91117647058823,204.4256667740854,17.0,1319.27,8.0,8.0
ACC01893,0,2,0.01250625312656328,0.0016504748870931963,0.0003201130738524757,3.0687588597907816e-06,0.0,806.93,16.0,50.433125,66.79936972943682,16.0,520.47,9.0,9.0
ACC00948,0,2,0.009004502251125562,0.0009482969713084771,0.0008081579174708311,1.718620532968628e-06,0.0,690.89,11.0,62.808181818181815,39.4880652395586,10.0,1332.31,8.0,8.0
ACC00019,0,0,0.014007003501750874,0.009621552518000743,0.0004982564962139721,4.828173884803396e-06,0.0,803.94,14.0,57.424285714285716,51.86001390048253,14.0,559.79,14.0,14.0
ACC00956,0,3,0.006503251625812906,0.005367548639184458,0.0003005594007630035,0.0,0.0,179.67,7.0,25.667142857142856,25.960196271911936,7.0,201.05,6.0,6.0
ACC00876,0,6,0.011505752876438218,0.0008376310277260753,0.00039447350707608,1.0800194149647234e-05,0.0,1425.71,15.0,95.04733333333334,162.84277774531338,15.0,547.5600000000001,8.0,8.0
ACC01555,0,2,0.010005002501250625,0.003006633446853557,0.0004661356055192812,2.7283232445688743e-06,0.0,250.38,10.0,25.038,15.496050966473863,10.0,1216.55,10.0,10.0
ACC01375,0,2,0.009504752376188093,0.0009807205905254931,0.00035902566834275637,2.475227505532229e-06,0.0,331.45,8.0,41.43125,49.94574497463651,8.0,846.75,11.0,11.0
ACC01397,1,2,0.010505252626313155,0.003351901175813132,0.0007140629763018664,4.875219995114305e-06,0.0,181.38,4.0,45.345,46.1473108642313,4.0,10075.84,17.0,17.0
ACC01908,0,1,0.010005002501250625,0.0017849264972826754,0.0002478559224771156,3.424110189745949e-06,0.0,423.38,10.0,42.338,24.12046563029458,10.0,295.45,10.0,10.0
ACC01919,0,1,0.0080040020010005,0.0007766646085805666,0.0006657870664430891,1.3886607726813668e-06,0.0,359.9,9.0,39.98888888888889,34.26569328221904,9.0,1609.7,7.0,7.0
ACC00301,0,1,0.010005002501250625,0.00017401092938861825,0.00032689763560289956,7.7487250162387e-06,0.0,755.59,12.0,62.965833333333336,44.13133466418645,12.0,975.7099999999999,8.0,8.0
ACC01420,0,6,0.013506753376688344,0.002058837226421018,0.0007283674880231429,2.1506308131387047e-06,0.0,456.32,14.0,32.59428571428571,24.021351628622696,14.0,1313.69,13.0,13.0
ACC01188,0,1,0.0080040020010005,6.059085598855484e-05,0.0005037291683283085,6.2521094174410784e-06,0.0,565.0,10.0,56.5,45.274422997734355,10.0,715.79,6.0,6.0
ACC01744,0,3,0.007503751875937968,0.0005078865759205929,0.00026211515224517984,1.3768721736711747e-05,0.0,505.92,8.0,63.24,75.63549903508084,8.0,349.17,7.0,7.0
ACC01041,0,1,0.011505752876438218,0.007989980976474223,0.00022082237006445377,1.8645181924424778e-06,0.0,425.37,14.0,30.38357142857143,25.156590696962606,14.0,236.98000000000002,9.0,9.0
ACC00605,0,1,0.010505252626313155,0.0010369298763495862,0.0004390123701687775,2.076576254142856e-06,0.0,531.79,13.0,40.90692307692307,31.995580263690425,13.0,315.78,8.0,8.0
ACC01325,0,2,0.0080040020010005,0.0006162991405612717,0.0002844503980069863,0.0,0.0,282.03,10.0,28.202999999999996,12.449525693776451,10.0,357.6,6.0,6.0
ACC00123,0,6,0.009504752376188093,0.0006452175036467183,0.00030983751674961845,8.64554971424497e-06,0.0,841.7,11.0,76.51818181818182,118.01587349320275,11.0,434.47,8.0,8.0
ACC01343,0,6,0.010505252626313155,0.002945041089113125,0.0007135295251009171,2.079699248032033e-06,0.0,676.9399999999999,12.0,56.41166666666666,71.66861019915753,12.0,672.7099999999999,9.0,9.0
ACC01027,0,1,0.007003501750875437,8.863290504110914e-05,0.0004518622413682427,0.0,0.0,229.19,7.0,32.74142857142857,12.043809514395669,7.0,494.15,7.0,7.0
ACC00448,0,6,0.013006503251625811,0.010471201566749341,0.00040690859318041103,2.0719519524272e-06,0.0,338.83,13.0,26.063846153846153,18.75361544629974,13.0,495.67,13.0,13.0
ACC01315,0,3,0.00850425212606303,0.0005490733354665321,0.0004615591630906782,7.566187839717577e-07,0.0,194.10000000000002,5.0,38.82000000000001,13.487166121910118,5.0,668.68,12.0,12.0
ACC01305,0,2,0.01250625312656328,0.0027158223756522906,0.0004451784569286842,4.120216164117862e-06,0.0,582.47,14.0,41.605000000000004,35.77873213344658,14.0,411.25,11.0,11.0
ACC01208,0,2,0.011005502751375688,0.00308750471331762,0.00044793706937450823,2.7202374456763346e-06,0.0,516.32,7.0,73.76,119.0530915180282,7.0,2112.71,15.0,15.0
ACC00871,0,5,0.010505252626313155,0.0014797188383981782,0.0007536765903219152,4.258888178034607e-06,0.0,741.95,12.0,61.82916666666667,82.99574594337332,12.0,511.81,9.0,9.0
ACC01199,1,6,0.006503251625812906,9.439154011440155e-05,0.0004245723169724947,2.550904652251358e-06,0.0,17.74,1.0,17.74,0.0,1.0,33545.96,12.0,12.0
ACC00229,0,3,0.00850425212606303,0.0018283666357703377,0.0003109373597381278,1.4932386541213275e-06,0.0,262.4,9.0,29.15555555555555,35.508153680215166,9.0,437.86,8.0,8.0
ACC01785,0,5,0.010005002501250625,0.0032238341392918685,0.0003840985879262699,4.387090339413132e-06,0.0,474.59000000000003,11.0,43.14454545454546,49.55164928912788,11.0,762.11,9.0,9.0
ACC00212,0,1,0.013506753376688344,0.00911203850173335,0.00043905058946413513,2.7817153914589267e-06,0.0,795.4100000000001,15.0,53.02733333333334,58.00602462142147,15.0,835.45,12.0,12.0
ACC01560,0,6,0.009504752376188093,0.004110538752859914,0.00043408403045736824,3.4450226945504113e-06,0.0,200.06,7.0,28.580000000000002,28.651573546084105,7.0,745.71,12.0,12.0
ACC00931,0,3,0.014007003501750874,0.016180637866480788,0.0003312165796510105,3.876033548642492e-06,0.0,486.81,15.0,32.454,43.47388917499791,15.0,357.58,13.0,13.0
ACC01237,0,2,0.013506753376688344,0.0031715056727562984,0.0006666831907761499,3.2068265011842502e-06,0.0,520.9200000000001,12.0,43.410000000000004,40.718811600804585,12.0,785.02,15.0,15.0
ACC00292,0,1,0.013006503251625811,0.006845014098640912,0.0009620515258168227,7.3476394283318515e-06,0.0,731.67,13.0,56.28230769230769,65.87623258225055,13.0,1309.99,13.0,13.0
ACC00822,0,6,0.014007003501750874,0.003572857499820982,0.0003786629786912411,4.623349839401718e-06,0.0,487.87,15.0,32.52466666666667,31.10264569974409,15.0,543.47,13.0,13.0
ACC00726,0,3,0.009504752376188093,0.003105156181694451,0.0002510515200688111,4.8655549095350075e-06,0.0,1039.38,13.0,79.9523076923077,111.68855940768553,13.0,436.21999999999997,6.0,6.0
ACC01961,0,3,0.01250625312656328,0.0003351275237218209,0.0009227780366671969,2.561762484456236e-06,0.0,711.73,6.0,118.62166666666667,136.50804788241118,6.0,988.61,19.0,19.0
ACC00254,0,3,0.010005002501250625,0.0005728590020736094,0.0002655182172045447,1.2700852142971233e-05,0.0,578.9000000000001,13.0,44.53076923076924,39.61501072016736,13.0,295.15999999999997,7.0,7.0
ACC00696,0,5,0.011505752876438218,0.007288428999284427,0.0003376369045051137,5.714286640670394e-06,0.0,572.86,13.0,44.066153846153846,37.69367885522752,13.0,785.24,10.0,10.0
ACC01926,0,2,0.014507253626813406,0.005371053895316027,0.00039042288431996163,4.1292229094791914e-07,0.0,629.76,16.0,39.36,44.046124914684604,16.0,478.37,13.0,13.0
ACC00354,0,2,0.009004502251125562,0.003848646044744094,0.00045274353463395974,1.4600983894189263e-05,0.0,170.44,6.0,28.406666666666666,20.978388562200543,6.0,688.05,12.0,12.0
ACC01016,1,1,0.00850425212606303,0.005185275320342854,0.00022436076077049955,2.546884165984812e-06,0.0,526.29,10.0,52.629,44.834921520816536,10.0,245.85,7.0,7.0
ACC01089,0,1,0.011005502751375688,0.0007721578506971204,0.00037589559873274373,1.9405837228077384e-06,0.0,752.49,13.0,57.88384615384616,43.287010857465766,13.0,450.47,9.0,9.0
ACC00739,0,3,0.00850425212606303,0.00025012506253126567,0.00044316230320888886,9.223196136410586e-06,0.0,415.16999999999996,7.0,59.309999999999995,76.39122091793882,7.0,767.62,10.0,10.0
ACC00067,0,1,0.011005502751375688,0.002728466335269737,0.0002788036889933731,1.6142020507067632e-06,0.0,684.8199999999999,15.0,45.654666666666664,45.27044035045174,15.0,550.3100000000001,7.0,7.0
ACC01442,1,8,0.009004502251125562,0.0038342494570608628,0.0002333511901352218,0.0,0.0,396.52,11.0,36.04727272727273,32.407336543106744,11.0,282.06,7.0,7.0
ACC01136,0,1,0.007503751875937968,0.004093763598515975,0.0002681191103759458,3.7284231828554963e-06,0.0,128.31,7.0,18.330000000000002,11.484501150100805,7.0,307.67,8.0,8.0
ACC00251,0,1,0.0080040020010005,0.0010916369095458642,0.0002872534753780991,3.65880452401881e-06,0.0,326.03,10.0,32.602999999999994,27.816022181469442,10.0,703.3800000000001,6.0,6.0
ACC01204,0,1,0.011005502751375688,0.002817975554343739,0.00028850249300063163,3.575335932937017e-06,0.0,947.1800000000001,13.0,72.86,95.44750913460236,13.0,420.07,9.0,9.0
ACC00891,0,3,0.014007003501750874,0.004288430501537055,0.0004406224604419273,7.562714611444396e-06,0.0,470.13,11.0,42.73909090909091,53.3280339886153,11.0,886.0,17.0,17.0
ACC00424,0,2,0.011005502751375688,0.0016877808273506123,0.0008281792829909048,0.0,0.0,549.28,12.0,45.77333333333333,48.521163205222926,12.0,2284.36,10.0,10.0
ACC00958,0,6,0.009004502251125562,0.00014471700314621776,0.00037405005784873677,2.8672009472176735e-05,0.0,1188.32,8.0,148.54,218.33712294784607,8.0,698.6,10.0,10.0
ACC00600,1,0,0.006003001500750374,0.00051377039871287,0.00048197213688934047,5.37554805243864e-06,0.0,57.7,2.0,28.85,4.497199128346442,2.0,49517.420000000006,10.0,10.0
ACC00529,0,4,0.009004502251125562,0.0028670491401857085,0.00015291006623199553,4.866312883526755e-06,0.0,302.71,13.0,23.285384615384615,14.83857675979776,13.0,121.44,5.0,5.0
ACC00598,0,4,0.012006003001500749,0.0020807450772433265,0.0006090874138861119,5.5218967593209436e-06,0.0,349.16,8.0,43.645,38.99494069748023,8.0,1240.68,16.0,16.0
ACC00602,0,2,0.011505752876438218,0.011572227555219052,0.00047598677084213987,1.466818898656154e-06,0.0,551.51,11.0,50.13727272727272,70.76484764216045,11.0,584.03,12.0,12.0
ACC01429,0,4,0.011505752876438218,0.005537177998408614,0.00017839613712692783,4.577689816105511e-06,0.0,1167.43,16.0,72.964375,110.67600010654222,16.0,353.41,7.0,7.0
ACC00701,0,6,0.009004502251125562,0.0017915614463888602,0.0002886431813523912,0.0,0.0,629.58,10.0,62.958000000000006,70.0773941676867,10.0,533.56,8.0,8.0
ACC00721,0,3,0.010005002501250625,0.00108800646569531,0.000555125504643263,0.0,0.0,277.0,8.0,34.625,58.95597558469249,8.0,1474.88,12.0,12.0
ACC00462,0,6,0.009004502251125562,0.0022794179872719146,0.0006211018957605919,0.0,0.0,359.85,11.0,32.71363636363637,30.86697726461964,11.0,456.24,7.0,7.0
ACC01326,0,2,0.013506753376688344,0.0004994989987486235,0.0010939156688591924,4.900918065548648e-07,0.0,880.56,11.0,80.05090909090909,74.33909798410865,11.0,2571.08,16.0,16.0
ACC01160,0,3,0.009004502251125562,0.0015991479223095033,0.000406511569433331,7.852600740301922e-06,0.0,782.54,8.0,97.8175,128.62113531609026,8.0,626.98,10.0,10.0
ACC01808,0,3,0.009004502251125562,0.0016201794590989188,0.0004978547020454092,0.0,0.0,620.88,8.0,77.61,72.13756263457438,8.0,829.1600000000001,10.0,10.0
ACC00819,0,1,0.009004502251125562,0.0011905352075437118,0.0003502611615923487,1.311483528741548e-05,0.0,293.56,9.0,32.617777777777775,28.8722227139589,9.0,525.4,9.0,9.0
ACC00557,0,8,0.012006003001500749,0.0007183271315337349,0.0006438980989755729,1.097751324139674e-05,0.0,826.17,14.0,59.012142857142855,78.60412273182342,14.0,1353.1699999999998,10.0,10.0
ACC01841,0,6,0.010005002501250625,0.0023815711659633623,0.0003716370729042692,9.41066136688458e-06,0.0,1112.44,9.0,123.60444444444445,185.38004511753087,9.0,539.77,11.0,11.0
ACC00831,0,3,0.012006003001500749,0.007486100407561138,0.00031827736923519293,1.0333448383275315e-05,0.0,672.26,16.0,42.01625,46.14788805207305,15.0,365.39,9.0,9.0
ACC00446,0,2,0.010005002501250625,0.006455805480317737,0.00027207609133529924,1.2455268129493252e-05,0.0,266.53999999999996,7.0,38.07714285714285,46.12601966868798,7.0,560.97,13.0,13.0
ACC00368,0,2,0.009504752376188093,0.002481345777994102,0.00034062541377234657,4.337076648883496e-06,0.0,674.81,9.0,74.97888888888889,142.177323916689,9.0,707.8199999999999,10.0,10.0
ACC01987,0,3,0.010505252626313155,0.0023199788082229303,0.0009380845475630269,4.900007362864716e-07,0.0,556.62,6.0,92.77,182.15705586114416,6.0,780.05,15.0,15.0
ACC01087,0,1,0.010005002501250625,0.0013858280491597151,0.00042780981291126795,6.650658769931503e-06,0.0,879.67,9.0,97.74111111111111,112.44269111912571,9.0,611.45,11.0,11.0
ACC00887,0,2,0.010005002501250625,0.0023491475467463463,0.00030519600338441735,2.2357038127739195e-06,0.0,726.32,11.0,66.02909090909091,60.59397056713571,11.0,462.47,9.0,9.0
ACC01740,0,1,0.0080040020010005,0.0013448916650517452,0.0003513137421150049,1.3803792686359556e-06,0.0,271.73,7.0,38.81857142857143,34.84822206300318,7.0,557.83,9.0,9.0
ACC01557,0,3,0.013006503251625811,0.004122681961601421,0.000550647106974365,6.429264144843084e-06,0.0,368.79,11.0,33.52636363636364,24.581919482712195,11.0,995.48,15.0,15.0
ACC01114,0,3,0.010005002501250625,5.007508759384698e-06,0.000412514717320911,8.741572011243108e-06,0.0,1672.96,14.0,119.49714285714286,149.5322881226954,14.0,374.18,6.0,6.0
ACC01403,1,3,0.006003001500750374,0.002084500708812865,0.0008702996345834231,0.00039195063459567843,0.0,20629.260000000002,2.0,10314.630000000001,14566.244128951019,2.0,29775.87,10.0,10.0
ACC00296,0,3,0.007503751875937968,0.0007198293841615503,0.00012780508269031555,1.0396054364635433e-05,0.0,758.77,11.0,68.97909090909091,80.46662145940333,11.0,107.44,4.0,4.0
ACC01321,0,2,0.00850425212606303,8.888328047907838e-05,0.0003074234040263757,2.737668337523753e-06,0.0,867.98,6.0,144.66333333333333,219.6885900238487,6.0,508.03,11.0,11.0
ACC01147,0,2,0.009004502251125562,0.0014873552892562397,0.00018436744178824786,5.85941001577848e-06,0.0,1375.16,12.0,114.59666666666668,110.11980957396385,12.0,240.98999999999998,6.0,6.0
ACC00273,0,1,0.0080040020010005,0.00014271399964246387,0.0003386648109124943,7.4851078863258e-06,0.0,557.27,13.0,42.86692307692307,68.8401657688077,13.0,564.44,3.0,3.0
ACC00895,0,8,0.01250625312656328,0.008565844483803464,0.00029660018464165315,3.8112919923841887e-06,0.0,632.25,15.0,42.15,50.99674695507548,15.0,482.94,10.0,10.0
ACC00584,1,5,0.0080040020010005,0.00018264888199855684,0.0006067577056501906,0.007609558774943234,0.0,55267.55,5.0,11053.51,13074.835638953555,4.0,46933.47,12.0,12.0
ACC00466,0,5,0.015507753876938469,0.0046843992566854,0.000707411344133677,4.577393282699163e-06,0.0,3132.1299999999997,15.0,208.80866666666665,578.9214004368896,15.0,1181.52,16.0,16.0
ACC01659,0,2,0.00850425212606303,0.0063680488893095195,0.0005368192198530505,8.767846556714956e-06,0.0,536.75,10.0,53.675,62.80953329091231,10.0,717.25,7.0,7.0
ACC01973,1,2,0.01250625312656328,0.0041733829877901914,0.0004991593866777878,0.0,0.0,449.76,9.0,49.97333333333333,39.85664342365022,9.0,737.13,16.0,16.0
ACC01264,0,3,0.011005502751375688,0.0008283671365212136,0.0004047812946811598,3.558763819896642e-06,0.0,540.15,13.0,41.55,35.97676866164238,13.0,802.1,9.0,9.0
ACC00003,0,3,0.006503251625812906,0.006886951984500759,0.00028702880643125044,0.0,0.0,926.77,7.0,132.3957142857143,227.51035938737257,7.0,504.40999999999997,6.0,6.0
ACC01938,0,1,0.011505752876438218,0.0033493974214334394,0.0006856396541358721,8.981165423983796e-07,0.0,388.61,13.0,29.893076923076926,18.09688757061804,13.0,884.7,10.0,10.0
ACC01824,1,1,0.009004502251125562,0.00013795686632104843,0.002225521337095585,0.0022465433908926396,0.0,46811.92,4.0,11702.98,16364.299918460716,4.0,51359.659999999996,14.0,14.0
ACC00076,0,6,0.010005002501250625,0.0024011004501249627,0.0010923012741659484,2.7525760552666055e-06,0.0,712.9200000000001,7.0,101.8457142857143,165.62918934144656,7.0,1011.93,13.0,13.0
ACC01907,0,3,0.013506753376688344,0.005066096611869499,0.0005927578607680837,3.6895077882619715e-06,0.0,1127.31,18.0,62.62833333333333,104.24788265588559,18.0,1215.41,9.0,9.0
ACC01692,0,2,0.010005002501250625,0.0005080117636395776,0.00019888632278631827,1.5217312482958202e-06,0.0,910.48,11.0,82.77090909090909,60.742335393783705,11.0,199.91,9.0,9.0
ACC00697,0,2,0.010505252626313155,0.0037279650836429226,0.0005297920795281941,4.261836950716474e-06,0.0,1025.01,10.0,102.501,105.71460032138944,10.0,685.1700000000001,11.0,11.0
ACC00026,0,1,0.0080040020010005,0.002356408434447454,0.00045022306245631814,1.3714105263183037e-05,0.0,321.13,7.0,45.87571428571429,42.046561832149386,7.0,611.4200000000001,9.0,9.0
ACC00686,0,6,0.012006003001500749,0.0029747105785124794,0.0008073786731247372,4.168554476522375e-06,0.0,528.94,12.0,44.07833333333334,43.15468516297103,12.0,696.75,12.0,12.0
ACC00685,0,5,0.009504752376188093,0.0007237102034500734,0.0006413222800199499,0.0,0.0,1345.61,10.0,134.56099999999998,231.59688394804547,10.0,1524.41,9.0,9.0
ACC01328,0,2,0.010005002501250625,0.0020264136072040027,0.0004000374917595505,1.1775057291680606e-05,0.0,699.5,10.0,69.95,62.57467343546872,10.0,584.91,10.0,10.0
ACC00246,0,1,0.010505252626313155,0.0014228836139791618,0.0005197004566870749,2.1625057813450755e-06,0.0,637.3199999999999,12.0,53.10999999999999,56.310387867765414,12.0,513.02,9.0,9.0
ACC01588,0,3,0.011005502751375688,0.0030736088765103272,0.0002592254502098827,0.0,0.0,783.9300000000001,13.0,60.3023076923077,45.52683808367802,13.0,437.18,9.0,9.0
ACC01567,0,3,0.013006503251625811,0.007786801308562189,0.0003970664836691973,8.674258821692855e-06,0.0,437.40999999999997,13.0,33.64692307692307,48.7169276509058,13.0,495.41,13.0,13.0
ACC01145,0,2,0.011505752876438218,0.002824986066606877,0.0006408398407562623,2.5360577184699e-06,0.0,388.18,12.0,32.348333333333336,37.500726255593634,12.0,1509.25,11.0,11.0
ACC01068,1,5,0.012006003001500749,0.0019456675284589243,0.0010021284817795172,7.30912092942445e-06,0.0,747.77,11.0,67.97909090909091,54.67010635704772,11.0,2148.5699999999997,13.0,13.0
ACC01008,0,1,0.009504752376188093,0.002853904429692324,0.0002718230493157273,0.0,0.0,349.98,10.0,34.998000000000005,27.004329611708155,10.0,344.68,9.0,9.0
ACC00710,1,5,0.006503251625812906,0.0,0.0005913890317333376,0.01083322551995504,0.0,172688.25,5.0,34537.65,6779.9465780786195,4.0,20707.37,10.0,9.0
ACC01492,1,5,0.011005502751375688,0.0014337749455308236,0.0026370251964509335,0.00315605572956782,0.0,95835.34,7.0,13690.762857142856,19948.852134593035,5.0,236465.79,21.0,17.0
ACC00833,0,2,0.007503751875937968,0.0005555830968537322,0.0001262370878798668,1.4144480093117068e-06,0.0,1227.43,12.0,102.28583333333334,179.40499083249068,12.0,103.11,3.0,3.0
ACC00521,0,8,0.00850425212606303,0.005091384531104391,0.0005628171685183977,5.6459603197538944e-06,0.0,150.27,5.0,30.054000000000002,24.6871197185901,5.0,664.85,12.0,12.0
ACC00312,0,8,0.014507253626813406,0.010672753794314576,0.00033566038678261635,8.160763153490197e-06,0.0,576.88,15.0,38.458666666666666,51.993935754452124,15.0,503.85,14.0,14.0
